frame,time_seconds,flash_offset,x,y,width,height,pixel_count,raw_length,encoded_length,record_length,decoded_crc32
0,0.0,5120,64,40,45,48,2160,4320,2466,2482,F59B36F0
1,0.03333333333333333,7602,77,53,1,1,1,2,3,19,EAF4962E
2,0.06666666666666667,7621,82,57,28,29,812,1624,1031,1047,2B7B192D
3,0.1,8668,62,40,48,48,2304,4608,2466,2482,933F17A5
4,0.13333333333333333,11150,62,40,46,48,2208,4416,2468,2484,B1D823A6
5,0.16666666666666666,13634,60,40,46,48,2208,4416,2487,2503,410724FA
6,0.2,16137,60,40,44,48,2112,4224,2399,2415,012C6B3F
7,0.23333333333333334,18552,64,48,4,4,16,32,33,49,AD3E31BC
8,0.26666666666666666,18601,59,41,45,47,2115,4230,2359,2375,020B9A98
9,0.3,20976,59,41,44,47,2068,4136,2258,2274,45276943
10,0.3333333333333333,23250,64,55,29,20,580,1160,903,919,862430A7
11,0.36666666666666664,24169,59,42,43,45,1935,3870,2190,2206,AFD448FC
12,0.4,26375,59,42,44,46,2024,4048,2203,2219,5F6C434D
13,0.43333333333333335,28594,93,48,2,2,4,8,9,25,61695294
14,0.4666666666666667,28619,59,40,44,47,2068,4136,2254,2270,61E25BAF
15,0.5,30889,60,40,44,48,2112,4224,2331,2347,2C8BD1D3
16,0.5333333333333333,33236,59,40,45,48,2160,4320,2411,2427,B591552A
17,0.5666666666666667,35663,57,40,47,48,2256,4512,2422,2438,C7B582C6
18,0.6,38101,61,54,40,34,1360,2720,1647,1663,48177549
19,0.6333333333333333,39764,61,63,8,24,192,384,213,229,3E30FA23
20,0.6666666666666666,39993,57,40,48,48,2304,4608,2434,2450,0B17FF35
21,0.7,42443,59,40,47,48,2256,4512,2419,2435,02D80B06
22,0.7333333333333333,44878,62,40,45,48,2160,4320,2300,2316,27913F06
23,0.7666666666666667,47194,63,40,45,48,2160,4320,2259,2275,7A06655C
24,0.8,49469,64,41,44,47,2068,4136,2231,2247,7C06FD56
25,0.8333333333333334,51716,0,0,0,0,0,0,0,16,00000000
26,0.8666666666666667,51732,64,41,45,47,2115,4230,2131,2147,D8C2AA8F
27,0.9,53879,68,53,39,25,975,1950,1222,1238,B4DC9C4A
28,0.9333333333333333,55117,65,42,44,45,1980,3960,2068,2084,444D317E
29,0.9666666666666667,57201,65,42,44,46,2024,4048,2156,2172,C5DFC832
30,1.0,59373,64,40,44,48,2112,4224,2225,2241,4D9F519A
31,1.0333333333333334,61614,0,0,0,0,0,0,0,16,00000000
32,1.0666666666666667,61630,64,40,44,47,2068,4136,2249,2265,7E1400C8
33,1.1,63895,64,40,44,48,2112,4224,2300,2316,4E26EB0E
34,1.1333333333333333,66211,64,40,45,48,2160,4320,2466,2482,E5075CDB
35,1.1666666666666667,68693,70,54,40,33,1320,2640,1640,1656,4709A284
36,1.2,70349,62,40,48,48,2304,4608,2470,2486,3864068C
37,1.2333333333333334,72835,75,56,1,1,1,2,3,19,248DC5F6
38,1.2666666666666666,72854,61,40,47,48,2256,4512,2470,2486,B32E7534
39,1.3,75340,60,40,47,48,2256,4512,2465,2481,60FCA059
40,1.3333333333333333,77821,60,40,44,48,2112,4224,2411,2427,5AF850F4
41,1.3666666666666667,80248,59,41,45,47,2115,4230,2364,2380,92E665FF
42,1.4,82628,59,41,44,47,2068,4136,2259,2275,F80E6B37
43,1.4333333333333333,84903,65,49,29,39,1131,2262,1556,1572,5B0C43E9
44,1.4666666666666666,86475,62,55,31,32,992,1984,1395,1411,ADA4831C
45,1.5,87886,59,42,43,46,1978,3956,2221,2237,F02E44DB
46,1.5333333333333334,90123,59,42,44,46,2024,4048,2196,2212,8EAC0EB1
47,1.5666666666666667,92335,59,40,44,48,2112,4224,2277,2293,73C65C70
48,1.6,94628,60,40,44,48,2112,4224,2341,2357,59C17458
49,1.6333333333333333,96985,94,49,1,1,1,2,3,19,218C4994
50,1.6666666666666667,97004,58,40,46,48,2208,4416,2391,2407,D857FFB7
51,1.7,99411,57,40,47,48,2256,4512,2426,2442,F8C87B65
52,1.7333333333333334,101853,69,54,34,34,1156,2312,1423,1439,A2BFC5DC
53,1.7666666666666666,103292,57,40,48,48,2304,4608,2421,2437,B94A82A8
54,1.8,105729,59,40,47,48,2256,4512,2405,2421,E28980D5
55,1.8333333333333333,108150,69,44,17,13,221,442,327,343,229FD276
56,1.8666666666666667,108493,62,40,45,48,2160,4320,2293,2309,22439831
57,1.9,110802,63,40,45,48,2160,4320,2267,2283,FB7FE2B2
58,1.9333333333333333,113085,64,41,44,47,2068,4136,2231,2247,22EF862F
59,1.9666666666666666,115332,64,41,45,47,2115,4230,2121,2137,D1C291AC
60,2.0,117469,76,56,31,32,992,1984,1203,1219,F35CB698
61,2.033333333333333,118688,76,69,27,11,297,594,209,225,70776370
62,2.066666666666667,118913,65,42,44,45,1980,3960,2071,2087,D9EAF7CE
63,2.1,121000,65,42,44,46,2024,4048,2173,2189,4739C132
64,2.1333333333333333,123189,64,40,44,48,2112,4224,2219,2235,8B343F89
65,2.1666666666666665,125424,64,40,44,48,2112,4224,2261,2277,1A3A4F5A
66,2.2,127701,64,40,44,48,2112,4224,2320,2336,D5CF9F50
67,2.2333333333333334,130037,80,45,1,1,1,2,3,19,0DAC6EC0
68,2.2666666666666666,130056,64,40,45,48,2160,4320,2471,2487,539EC10A
69,2.3,132543,66,59,44,28,1232,2464,1501,1517,844513DE
70,2.3333333333333335,134060,62,40,48,48,2304,4608,2448,2464,FD7F75BC
71,2.3666666666666667,136524,62,40,46,48,2208,4416,2455,2471,41452DCB
72,2.4,138995,60,40,47,48,2256,4512,2469,2485,3587BECC
73,2.433333333333333,141480,68,87,1,1,1,2,3,19,621319D8
74,2.466666666666667,141499,60,40,44,48,2112,4224,2399,2415,6F81E280
75,2.5,143914,59,41,45,47,2115,4230,2380,2396,F7CA7427
76,2.533333333333333,146310,59,41,44,47,2068,4136,2262,2278,C512E048
77,2.566666666666667,148588,64,55,28,20,560,1120,875,891,6585C752
78,2.6,149479,59,42,43,45,1935,3870,2192,2208,E7780A36
79,2.6333333333333333,151687,92,50,1,1,1,2,3,19,99228003
80,2.6666666666666665,151706,59,42,44,46,2024,4048,2206,2222,C082583C
81,2.7,153928,59,40,44,47,2068,4136,2268,2284,AA5D317F
82,2.7333333333333334,156212,60,40,44,48,2112,4224,2348,2364,E43D0BB1
83,2.7666666666666666,158576,59,40,45,48,2160,4320,2387,2403,AF335AD6
84,2.8,160979,57,40,47,48,2256,4512,2427,2443,EB71BB6E
85,2.8333333333333335,163422,59,62,39,23,897,1794,1003,1019,C4725425
86,2.8666666666666667,164441,58,54,40,31,1240,2480,1471,1487,81B95ABB
87,2.9,165928,57,40,48,48,2304,4608,2435,2451,D752A124
88,2.933333333333333,168379,59,40,47,48,2256,4512,2405,2421,4DE88E8A
89,2.966666666666667,170800,62,40,45,48,2160,4320,2301,2317,D8EF6E73
90,3.0,173117,63,40,45,48,2160,4320,2270,2286,EFED5395
91,3.033333333333333,175403,87,62,13,20,260,520,217,233,34FAF832
92,3.066666666666667,175636,64,41,44,47,2068,4136,2216,2232,C28E706A
93,3.1,177868,65,41,44,47,2068,4136,2128,2144,EEF4FB3E
94,3.1333333333333333,180012,67,56,40,30,1200,2400,1344,1360,A33523C9
95,3.1666666666666665,181372,65,42,44,46,2024,4048,2086,2102,C5414273
96,3.2,183474,65,42,44,46,2024,4048,2170,2186,6256B1D5
97,3.2333333333333334,185660,102,61,1,1,1,2,3,19,ED5F5EEE
98,3.2666666666666666,185679,64,40,44,48,2112,4224,2216,2232,E75187E0
99,3.3,187911,64,40,44,48,2112,4224,2261,2277,A7DC01EC
100,3.3333333333333335,190188,64,40,44,48,2112,4224,2323,2339,41CE832C
101,3.3666666666666667,192527,64,40,45,48,2160,4320,2462,2478,7D561A14
102,3.4,195005,81,45,29,42,1218,2436,1530,1546,5898E314
103,3.433333333333333,196551,71,80,39,7,273,546,390,406,1B026B0A
104,3.466666666666667,196957,62,40,48,48,2304,4608,2466,2482,2E6C92DD
105,3.5,199439,62,40,46,48,2208,4416,2453,2469,6CC9688D
106,3.533333333333333,201908,60,40,46,48,2208,4416,2468,2484,A9D65C5A
107,3.566666666666667,204392,60,40,44,48,2112,4224,2397,2413,2C34E9F7
108,3.6,206805,59,41,45,47,2115,4230,2371,2387,0ACD0C21
109,3.6333333333333333,209192,76,57,1,1,1,2,3,19,607F51A3
110,3.6666666666666665,209211,59,41,44,47,2068,4136,2263,2279,F79F294C
111,3.7,211490,64,54,28,21,588,1176,909,925,6068283E
112,3.7333333333333334,212415,59,42,43,45,1935,3870,2196,2212,C2643EEB
113,3.7666666666666666,214627,59,42,44,46,2024,4048,2191,2207,EBD90D55
114,3.8,216834,59,40,44,47,2068,4136,2271,2287,022514A3
115,3.8333333333333335,219121,68,69,1,1,1,2,3,19,1EE8F42E
116,3.8666666666666667,219140,60,40,44,47,2068,4136,2332,2348,02B59C32
117,3.9,221488,59,40,45,48,2160,4320,2402,2418,E6C3D37D
118,3.933333333333333,223906,57,40,47,48,2256,4512,2418,2434,3BFAF07E
119,3.966666666666667,226340,68,53,31,35,1085,2170,1340,1356,9644A19D
120,4.0,227696,57,40,48,48,2304,4608,2434,2450,BB63E55D
121,4.033333333333333,230146,59,53,43,34,1462,2924,1796,1812,57819CB5
122,4.066666666666666,231958,59,40,47,48,2256,4512,2401,2417,CDDF5DE4
123,4.1,234375,62,40,45,48,2160,4320,2298,2314,1EA9B95A
124,4.133333333333334,236689,63,40,45,48,2160,4320,2263,2279,B1814642
125,4.166666666666667,238968,64,41,44,47,2068,4136,2239,2255,8F6F947D
126,4.2,241223,65,41,44,47,2068,4136,2087,2103,DC6E0DA8
127,4.233333333333333,243326,94,53,1,1,1,2,3,19,9E52F30A
128,4.266666666666667,243345,68,53,39,20,780,1560,1100,1116,E09E1E03
129,4.3,244461,65,42,44,46,2024,4048,2076,2092,765D376C
130,4.333333333333333,246553,65,42,44,46,2024,4048,2160,2176,5318356A
131,4.366666666666666,248729,64,40,44,48,2112,4224,2226,2242,B6CB2778
132,4.4,250971,64,40,44,47,2068,4136,2249,2265,7E1400C8
133,4.433333333333334,253236,0,0,0,0,0,0,0,16,00000000
134,4.466666666666667,253252,64,40,44,48,2112,4224,2307,2323,8839E09C
135,4.5,255575,64,40,45,48,2160,4320,2463,2479,D03CEDF6
136,4.533333333333333,258054,69,59,41,29,1189,2378,1451,1467,B15F4793
137,4.566666666666666,259521,62,40,48,48,2304,4608,2456,2472,AE97BFF5
138,4.6,261993,62,40,46,48,2208,4416,2466,2482,6C17DAD3
139,4.633333333333334,264475,68,60,18,4,72,144,141,157,F41B2335
140,4.666666666666667,264632,60,40,46,48,2208,4416,2457,2473,4D818F8E
141,4.7,267105,60,40,44,48,2112,4224,2409,2425,249686E9
142,4.733333333333333,269530,59,41,45,47,2115,4230,2389,2405,667B8DC3
143,4.766666666666667,271935,59,41,44,47,2068,4136,2257,2273,FA462F92
144,4.8,274208,65,45,27,42,1134,2268,1576,1592,9E520CEB
145,4.833333333333333,275800,65,45,6,34,204,408,357,373,677533F4
146,4.866666666666666,276173,59,42,43,45,1935,3870,2194,2210,6366B53B
147,4.9,278383,59,42,44,46,2024,4048,2195,2211,DB60635B
148,4.933333333333334,280594,59,40,44,48,2112,4224,2281,2297,D7DA415E
149,4.966666666666667,282891,60,40,44,47,2068,4136,2340,2356,7CB6C561
150,5.0,285247,59,40,45,48,2160,4320,2383,2399,7883A9A4
151,5.033333333333333,287646,68,42,11,5,55,110,85,101,454D8318
152,5.066666666666666,287747,57,40,47,48,2256,4512,2411,2427,57794B09
153,5.1,290174,59,54,39,30,1170,2340,1374,1390,39F7BEBC
154,5.133333333333334,291564,57,40,48,48,2304,4608,2440,2456,77E67E4D
155,5.166666666666667,294020,59,40,47,48,2256,4512,2417,2433,17C3EEB1
156,5.2,296453,62,40,45,48,2160,4320,2297,2313,A0B9C035
157,5.233333333333333,298766,0,0,0,0,0,0,0,16,00000000
158,5.266666666666667,298782,63,40,45,48,2160,4320,2265,2281,2C1C2716
159,5.3,301063,64,41,44,47,2068,4136,2209,2225,838517A1
160,5.333333333333333,303288,65,41,44,47,2068,4136,2123,2139,698252E3
161,5.366666666666666,305427,76,56,31,21,651,1302,865,881,890F6148
162,5.4,306308,65,42,44,44,1936,3872,2028,2044,92A2EC96
163,5.433333333333334,308352,77,71,9,17,153,306,154,170,A149FACA
164,5.466666666666667,308522,65,42,44,46,2024,4048,2170,2186,6C2E6BFE
165,5.5,310708,64,40,44,48,2112,4224,2215,2231,93E784EB
166,5.533333333333333,312939,64,40,44,47,2068,4136,2238,2254,7DDA538A
167,5.566666666666666,315193,64,40,44,48,2112,4224,2311,2327,D63E131F
168,5.6,317520,64,40,45,48,2160,4320,2472,2488,7E51B576
169,5.633333333333334,320008,71,78,33,6,198,396,213,229,A3415250
170,5.666666666666667,320237,80,54,30,32,960,1920,1178,1194,4A6AFD3A
171,5.7,321431,62,40,48,48,2304,4608,2478,2494,30BCE080
172,5.733333333333333,323925,62,40,46,48,2208,4416,2469,2485,90B9DF45
173,5.766666666666667,326410,60,40,47,48,2256,4512,2463,2479,E24671EE
174,5.8,328889,60,40,44,48,2112,4224,2399,2415,CD38F38B
175,5.833333333333333,331304,0,0,0,0,0,0,0,16,00000000
176,5.866666666666666,331320,59,41,45,47,2115,4230,2371,2387,E820FAB5
177,5.9,333707,59,41,44,47,2068,4136,2269,2285,8C51290C
178,5.933333333333334,335992,65,53,33,35,1155,2310,1534,1550,BEB6AF2F
179,5.966666666666667,337542,59,42,43,46,1978,3956,2212,2228,23E8AB56
180,6.0,339770,59,42,44,46,2024,4048,2203,2219,613742CC
181,6.033333333333333,341989,67,44,2,25,50,100,65,81,F85CDA67
182,6.066666666666666,342070,59,40,45,47,2115,4230,2259,2275,8029AC92
183,6.1,344345,60,40,43,48,2064,4128,2326,2342,0A3908C3
184,6.133333333333334,346687,59,40,45,48,2160,4320,2383,2399,207B421A
185,6.166666666666667,349086,57,40,47,48,2256,4512,2423,2439,EFF511E6
186,6.2,351525,69,54,30,33,990,1980,1236,1252,E1D26501
187,6.233333333333333,352777,0,0,0,0,0,0,0,16,00000000
188,6.266666666666667,352793,57,40,48,48,2304,4608,2430,2446,94457A5F
189,6.3,355239,59,40,47,48,2256,4512,2405,2421,46C55A10
190,6.333333333333333,357660,62,40,45,48,2160,4320,2297,2313,68B91DD2
191,6.366666666666666,359973,63,40,45,48,2160,4320,2262,2278,14A33080
192,6.4,362251,64,41,44,47,2068,4136,2226,2242,C738FD7E
193,6.433333333333334,364493,93,58,10,10,100,200,193,209,4C2E0512
194,6.466666666666667,364702,64,41,45,47,2115,4230,2105,2121,00F6744F
195,6.5,366823,71,53,36,32,1152,2304,1364,1380,403910B9
196,6.533333333333333,368203,65,42,44,44,1936,3872,2038,2054,DF2DCA57
197,6.566666666666666,370257,65,42,44,46,2024,4048,2164,2180,81C73A7F
198,6.6,372437,64,40,44,48,2112,4224,2217,2233,91CCB43C
199,6.633333333333334,374670,93,60,10,6,60,120,119,135,DB381D4D
200,6.666666666666667,374805,64,40,44,48,2112,4224,2289,2305,32367B32
201,6.7,377110,64,40,44,48,2112,4224,2307,2323,488ED88E
202,6.733333333333333,379433,64,40,45,48,2160,4320,2462,2478,80D87E91
203,6.766666666666667,381911,76,59,34,27,918,1836,1076,1092,76569C16
204,6.8,383003,62,40,48,48,2304,4608,2450,2466,DB3E0591
205,6.833333333333333,385469,68,45,35,42,1470,2940,1961,1977,F63764DB
206,6.866666666666666,387446,62,40,46,48,2208,4416,2467,2483,5C102ACD
207,6.9,389929,60,40,46,48,2208,4416,2460,2476,7CE89A68
208,6.933333333333334,392405,60,40,44,48,2112,4224,2399,2415,20C349FC
209,6.966666666666667,394820,59,41,45,47,2115,4230,2361,2377,D4B35778
210,7.0,397197,59,41,44,47,2068,4136,2261,2277,3AF21B2D
211,7.033333333333333,399474,59,56,27,2,54,108,83,99,E5552E18
212,7.066666666666666,399573,60,55,33,20,660,1320,1027,1043,70016D5C
213,7.1,400616,59,42,43,46,1978,3956,2210,2226,823EC90D
214,7.133333333333334,402842,59,42,44,46,2024,4048,2204,2220,E1E625AB
215,7.166666666666667,405062,59,40,44,48,2112,4224,2281,2297,5BB37F71
216,7.2,407359,60,40,44,48,2112,4224,2327,2343,D2D2BD79
217,7.233333333333333,409702,62,62,1,1,1,2,3,19,8B1761A7
218,7.266666666666667,409721,59,40,45,48,2160,4320,2387,2403,97055DEE
219,7.3,412124,57,40,47,48,2256,4512,2415,2431,8136FCF2
220,7.333333333333333,414555,59,45,40,43,1720,3440,2135,2151,BB016D12
221,7.366666666666666,416706,57,40,48,48,2304,4608,2424,2440,0FAB18A1
222,7.4,419146,59,40,47,48,2256,4512,2399,2415,81465A70
223,7.433333333333334,421561,67,45,10,39,390,780,569,585,7EB1D39C
224,7.466666666666667,422146,62,40,45,48,2160,4320,2279,2295,1FD4FC17
225,7.5,424441,63,40,45,48,2160,4320,2267,2283,AED394B4
226,7.533333333333333,426724,64,41,44,47,2068,4136,2223,2239,41AD055A
227,7.566666666666666,428963,64,41,45,47,2115,4230,2123,2139,28173066
228,7.6,431102,75,56,33,31,1023,2046,1239,1255,51EA26D1
229,7.633333333333334,432357,105,62,1,1,1,2,3,19,7FD60EDB
230,7.666666666666667,432376,65,42,44,44,1936,3872,2028,2044,B7734DBD
231,7.7,434420,65,42,44,46,2024,4048,2167,2183,1914B521
232,7.733333333333333,436603,64,40,44,48,2112,4224,2227,2243,9797018C
233,7.766666666666667,438846,64,40,44,48,2112,4224,2270,2286,B9E43A62
234,7.8,441132,64,40,44,48,2112,4224,2317,2333,F60D4942
235,7.833333333333333,443465,87,61,4,2,8,16,17,33,4F143B75
236,7.866666666666666,443498,64,40,45,48,2160,4320,2466,2482,3DC08FC8
237,7.9,445980,68,60,42,28,1176,2352,1424,1440,31145CBF
238,7.933333333333334,447420,62,40,48,48,2304,4608,2461,2477,D95F8035
239,7.966666666666667,449897,62,40,46,48,2208,4416,2451,2467,9DE01BC5
240,8.0,452364,60,40,47,48,2256,4512,2475,2491,247B2B2D
241,8.033333333333333,454855,76,76,18,9,162,324,178,194,3234B54E
242,8.066666666666666,455049,60,40,44,48,2112,4224,2399,2415,D77082E1
243,8.1,457464,59,41,45,47,2115,4230,2387,2403,BF884511
244,8.133333333333333,459867,59,41,44,47,2068,4136,2256,2272,DA16356E
245,8.166666666666666,462139,65,55,27,20,540,1080,835,851,FDED8088
246,8.2,462990,59,42,43,46,1978,3956,2202,2218,EFAF884C
247,8.233333333333333,465208,77,63,6,25,150,300,133,149,4CD4F70D
248,8.266666666666667,465357,59,42,44,46,2024,4048,2199,2215,A3582D32
249,8.3,467572,59,40,44,48,2112,4224,2273,2289,6E64636F
250,8.333333333333334,469861,60,40,44,47,2068,4136,2346,2362,B954F915
251,8.366666666666667,472223,59,40,45,48,2160,4320,2383,2399,B3740353
252,8.4,474622,57,40,47,48,2256,4512,2411,2427,D198B6B7
253,8.433333333333334,477049,0,0,0,0,0,0,0,16,00000000
254,8.466666666666667,477065,69,54,30,17,510,1020,786,802,6C3DD9CA
255,8.5,477867,57,40,48,48,2304,4608,2424,2440,13607941
256,8.533333333333333,480307,59,40,47,48,2256,4512,2402,2418,10AB5779
257,8.566666666666666,482725,62,40,45,48,2160,4320,2291,2307,A61045F3
258,8.6,485032,63,40,45,48,2160,4320,2267,2283,A1E7AC4D
259,8.633333333333333,487315,82,45,17,43,731,1462,852,868,10A90E81
260,8.666666666666666,488183,64,41,44,47,2068,4136,2230,2246,687CE0E6
261,8.7,490429,64,41,45,47,2115,4230,2109,2125,597298B1
262,8.733333333333333,492554,75,53,32,20,640,1280,931,947,17CD0BEB
263,8.766666666666667,493501,65,42,44,44,1936,3872,2028,2044,EFF95289
264,8.8,495545,65,42,44,46,2024,4048,2165,2181,38C90BF2
265,8.833333333333334,497726,76,81,1,1,1,2,3,19,7C005C59
266,8.866666666666667,497745,64,40,44,48,2112,4224,2215,2231,DF1262B1
267,8.9,499976,64,40,44,47,2068,4136,2237,2253,D69D09D5
268,8.933333333333334,502229,64,40,44,48,2112,4224,2313,2329,221DD853
269,8.966666666666667,504558,64,40,45,48,2160,4320,2472,2488,93852305
270,9.0,507046,69,50,41,38,1558,3116,1923,1939,2BA64EDA
271,9.033333333333333,508985,69,45,37,43,1591,3182,2114,2130,B55114A1
272,9.066666666666666,511115,62,40,48,48,2304,4608,2470,2486,CA35357A
273,9.1,513601,62,40,46,48,2208,4416,2455,2471,45E78485
274,9.133333333333333,516072,60,40,46,48,2208,4416,2465,2481,3361793B
275,9.166666666666666,518553,60,40,44,48,2112,4224,2405,2421,C633D303
276,9.2,520974,59,41,45,47,2115,4230,2381,2397,BE2E34CA
277,9.233333333333333,523371,68,63,1,25,25,50,49,65,B62D20D2
278,9.266666666666667,523436,59,41,44,47,2068,4136,2257,2273,D2591118
279,9.3,525709,65,55,34,25,850,1700,1156,1172,E21DB3D3
280,9.333333333333334,526881,59,42,43,45,1935,3870,2193,2209,1D693904
281,9.366666666666667,529090,59,42,44,46,2024,4048,2206,2222,CD63CD05
282,9.4,531312,59,40,44,48,2112,4224,2273,2289,BAA3D1FB
283,9.433333333333334,533601,67,44,20,10,200,400,296,312,1F5F7A63
284,9.466666666666667,533913,60,40,44,48,2112,4224,2338,2354,7997E4A6
285,9.5,536267,59,40,45,48,2160,4320,2381,2397,E68CF86B
286,9.533333333333333,538664,57,40,47,48,2256,4512,2426,2442,AA36DF7B
287,9.566666666666666,541106,69,54,31,34,1054,2108,1319,1335,E213028C
288,9.6,542441,57,40,48,48,2304,4608,2432,2448,B6026B61
289,9.633333333333333,544889,63,60,32,3,96,192,155,171,F171A0F5
290,9.666666666666666,545060,59,40,47,48,2256,4512,2424,2440,0627890C
291,9.7,547500,62,40,45,48,2160,4320,2306,2322,FA9E9772
292,9.733333333333333,549822,63,40,45,48,2160,4320,2265,2281,F69F7E1E
293,9.766666666666667,552103,64,41,44,47,2068,4136,2213,2229,4B8CB4B9
294,9.8,554332,64,41,45,47,2115,4230,2117,2133,6543887C
295,9.833333333333334,556465,86,86,1,1,1,2,3,19,C1AEC2DD
296,9.866666666666667,556484,75,56,32,18,576,1152,835,851,D01F9B1C
297,9.9,557335,65,42,44,45,1980,3960,2059,2075,5A75AF0F
298,9.933333333333334,559410,65,42,44,46,2024,4048,2163,2179,2BB463C2
299,9.966666666666667,561589,64,40,44,48,2112,4224,2209,2225,61B9A180
300,10.0,563814,64,40,44,48,2112,4224,2264,2280,C715FCF7
301,10.033333333333333,566094,85,51,18,37,666,1332,890,906,36B1BAB5
302,10.066666666666666,567000,64,40,44,48,2112,4224,2316,2332,81DC40A1
303,10.1,569332,64,40,45,48,2160,4320,2466,2482,76FA188E
304,10.133333333333333,571814,68,47,42,41,1722,3444,2132,2148,3C2EDF4F
305,10.166666666666666,573962,62,40,48,48,2304,4608,2473,2489,EF8B212A
306,10.2,576451,62,40,46,48,2208,4416,2474,2490,9A17AAC1
307,10.233333333333333,578941,77,41,25,13,325,650,434,450,E1C72489
308,10.266666666666667,579391,60,40,47,48,2256,4512,2473,2489,8B065E36
