frame,time_seconds,flash_offset,x,y,width,height,pixel_count,raw_length,encoded_length,record_length,decoded_crc32
612,20.4,1153223,59,41,45,47,2115,4230,2351,2367,8398724F
613,20.433333333333334,1155590,95,45,1,1,1,2,3,19,D6317E26
614,20.466666666666665,1155609,59,41,44,47,2068,4136,2266,2282,89899F02
615,20.5,1157891,65,55,28,20,560,1120,877,893,2B5A57B8
616,20.533333333333335,1158784,59,42,43,46,1978,3956,2218,2234,786A7A73
617,20.566666666666666,1161018,59,42,44,46,2024,4048,2214,2230,A0E07CC1
618,20.6,1163248,59,40,44,48,2112,4224,2269,2285,3E7DB11C
619,20.633333333333333,1165533,68,44,19,38,722,1444,945,961,187F7F57
620,20.666666666666668,1166494,60,40,44,48,2112,4224,2337,2353,E78A5240
621,20.7,1168847,59,40,44,48,2112,4224,2394,2410,26EAA03C
622,20.733333333333334,1171257,57,40,47,48,2256,4512,2410,2426,BE4DAA95
623,20.766666666666666,1173683,59,44,40,37,1480,2960,1802,1818,2F03B645
624,20.8,1175501,57,40,48,48,2304,4608,2450,2466,C509A7B9
625,20.833333333333332,1177967,59,45,39,39,1521,3042,1860,1876,2FFB8F59
626,20.866666666666667,1179843,59,40,47,48,2256,4512,2413,2429,65F97D7C
627,20.9,1182272,62,40,45,48,2160,4320,2292,2308,4435FB2C
628,20.933333333333334,1184580,63,40,45,48,2160,4320,2274,2290,0763FBAD
629,20.966666666666665,1186870,64,41,44,47,2068,4136,2226,2242,3F8C1674
630,21.0,1189112,65,41,44,47,2068,4136,2123,2139,D0854162
631,21.033333333333335,1191251,74,48,24,40,960,1920,1189,1205,DAEBC329
632,21.066666666666666,1192456,74,48,33,24,792,1584,1185,1201,D6EC8DBE
633,21.1,1193657,65,42,44,46,2024,4048,2085,2101,92FE842F
634,21.133333333333333,1195758,65,42,44,46,2024,4048,2160,2176,592C810D
635,21.166666666666668,1197934,64,40,44,48,2112,4224,2213,2229,30E19BC6
636,21.2,1200163,64,40,44,47,2068,4136,2253,2269,39D07909
637,21.233333333333334,1202432,77,42,17,15,255,510,342,358,CA89B39A
638,21.266666666666666,1202790,64,40,44,48,2112,4224,2313,2329,F7A41323
639,21.3,1205119,64,40,45,48,2160,4320,2452,2468,4F5C2C93
640,21.333333333333332,1207587,71,60,39,28,1092,2184,1269,1285,C096CBE1
641,21.366666666666667,1208872,62,40,48,48,2304,4608,2484,2500,913FE0C8
642,21.4,1211372,61,40,47,48,2256,4512,2454,2470,CFEED1BA
643,21.433333333333334,1213842,76,58,1,1,1,2,3,19,BFB30299
644,21.466666666666665,1213861,60,40,46,48,2208,4416,2466,2482,07CE1D18
645,21.5,1216343,60,40,44,48,2112,4224,2404,2420,F64549D5
646,21.533333333333335,1218763,59,41,45,47,2115,4230,2373,2389,C1EA431C
647,21.566666666666666,1221152,59,41,44,47,2068,4136,2260,2276,9160453D
648,21.6,1223428,61,54,33,26,858,1716,1193,1209,62AAC150
649,21.633333333333333,1224637,61,62,29,3,87,174,155,171,6F5EFAEA
650,21.666666666666668,1224808,59,42,43,45,1935,3870,2198,2214,46B498F1
651,21.7,1227022,59,42,44,46,2024,4048,2201,2217,A450A116
652,21.733333333333334,1229239,59,40,44,48,2112,4224,2270,2286,C546830B
653,21.766666666666666,1231525,60,40,44,48,2112,4224,2337,2353,62444EF2
654,21.8,1233878,59,40,45,48,2160,4320,2389,2405,F33ECFFD
655,21.833333333333332,1236283,76,51,18,31,558,1116,663,679,7798992A
656,21.866666666666667,1236962,57,40,47,48,2256,4512,2421,2437,AF7727E0
657,21.9,1239399,65,48,34,31,1054,2108,1303,1319,8C5BAE5D
658,21.933333333333334,1240718,57,40,48,48,2304,4608,2430,2446,2342915D
659,21.966666666666665,1243164,59,40,47,48,2256,4512,2413,2429,C860B436
660,22.0,1245593,62,40,45,48,2160,4320,2301,2317,39074405
661,22.033333333333335,1247910,0,0,0,0,0,0,0,16,00000000
662,22.066666666666666,1247926,63,40,45,48,2160,4320,2276,2292,E2BB6C8D
663,22.1,1250218,64,41,44,47,2068,4136,2226,2242,1A6160C3
664,22.133333333333333,1252460,64,41,45,47,2115,4230,2123,2139,B588FACA
665,22.166666666666668,1254599,75,56,32,18,576,1152,835,851,36652789
666,22.2,1255450,65,42,44,46,2024,4048,2090,2106,F0DFD906
667,22.233333333333334,1257556,0,0,0,0,0,0,0,16,00000000
668,22.266666666666666,1257572,65,42,44,46,2024,4048,2160,2176,56F0BA11
669,22.3,1259748,64,40,44,48,2112,4224,2214,2230,09DD137B
670,22.333333333333332,1261978,64,40,44,48,2112,4224,2260,2276,F342281D
671,22.366666666666667,1264254,64,40,44,48,2112,4224,2313,2329,0D87D4D5
672,22.4,1266583,64,40,45,48,2160,4320,2456,2472,678661A4
673,22.433333333333334,1269055,67,60,10,3,30,60,61,77,E1D94F11
674,22.466666666666665,1269132,67,60,43,27,1161,2322,1415,1431,5469C744
675,22.5,1270563,62,40,48,48,2304,4608,2482,2498,112696CF
676,22.533333333333335,1273061,62,40,46,48,2208,4416,2468,2484,4AB3978E
677,22.566666666666666,1275545,60,40,46,48,2208,4416,2467,2483,E6FED490
678,22.6,1278028,60,40,44,48,2112,4224,2408,2424,3CCA36B1
679,22.633333333333333,1280452,68,81,26,5,130,260,217,233,4D67E3CA
680,22.666666666666668,1280685,59,41,45,47,2115,4230,2366,2382,BC434AD8
681,22.7,1283067,59,41,44,47,2068,4136,2239,2255,CC28FA73
682,22.733333333333334,1285322,65,55,27,20,540,1080,825,841,B7D3CA67
683,22.766666666666666,1286163,59,42,43,45,1935,3870,2184,2200,90743B8B
684,22.8,1288363,59,42,44,46,2024,4048,2207,2223,36040E92
685,22.833333333333332,1290586,68,44,18,42,756,1512,958,974,22FF1D2C
686,22.866666666666667,1291560,59,40,44,47,2068,4136,2252,2268,5FFB2C5C
687,22.9,1293828,60,40,44,48,2112,4224,2332,2348,033CAA6B
688,22.933333333333334,1296176,59,40,45,48,2160,4320,2401,2417,4CB70D5E
689,22.966666666666665,1298593,57,40,47,48,2256,4512,2423,2439,14D33CF3
690,23.0,1301032,59,54,43,26,1118,2236,1285,1301,7D6FC69A
691,23.033333333333335,1302333,59,68,10,12,120,240,48,64,4C9EFFA9
692,23.066666666666666,1302397,57,40,48,48,2304,4608,2434,2450,8C520873
693,23.1,1304847,59,40,47,48,2256,4512,2411,2427,88D567F5
694,23.133333333333333,1307274,62,40,45,48,2160,4320,2283,2299,C9F1C443
695,23.166666666666668,1309573,63,40,45,48,2160,4320,2264,2280,97D1F2E5
696,23.2,1311853,64,41,44,47,2068,4136,2210,2226,BEA5C334
697,23.233333333333334,1314079,77,85,1,1,1,2,3,19,EB91EC38
698,23.266666666666666,1314098,64,41,45,47,2115,4230,2125,2141,0761DF1E
699,23.3,1316239,72,44,35,30,1050,2100,1445,1461,8CF3C069
700,23.333333333333332,1317700,65,42,44,45,1980,3960,2065,2081,E7BA0DE5
701,23.366666666666667,1319781,65,42,44,46,2024,4048,2160,2176,592C810D
702,23.4,1321957,64,40,44,48,2112,4224,2228,2244,39131159
703,23.433333333333334,1324201,77,45,9,18,162,324,275,291,8AF039CB
704,23.466666666666665,1324492,64,40,44,48,2112,4224,2259,2275,D7CB2B1D
705,23.5,1326767,64,40,44,48,2112,4224,2320,2336,0B1A9412
706,23.533333333333335,1329103,64,40,45,48,2160,4320,2458,2474,9F5593D6
707,23.566666666666666,1331577,82,59,28,28,784,1568,972,988,C4DE0BF3
708,23.6,1332565,62,40,48,48,2304,4608,2464,2480,A6B16015
709,23.633333333333333,1335045,85,46,1,11,11,22,16,32,EC58D22D
710,23.666666666666668,1335077,62,40,46,48,2208,4416,2469,2485,674899AF
711,23.7,1337562,60,40,46,48,2208,4416,2467,2483,9E727241
712,23.733333333333334,1340045,60,40,44,48,2112,4224,2397,2413,14EBEC2C
713,23.766666666666666,1342458,59,41,45,47,2115,4230,2370,2386,60CCEFFB
714,23.8,1344844,59,41,44,47,2068,4136,2238,2254,AEF42640
715,23.833333333333332,1347098,59,49,36,9,324,648,435,451,65FFC9E4
716,23.866666666666667,1347549,59,51,36,37,1332,2664,1723,1739,E998DFB6
717,23.9,1349288,59,42,43,46,1978,3956,2213,2229,4F6757AC
718,23.933333333333334,1351517,59,42,44,46,2024,4048,2205,2221,29DD1DBD
719,23.966666666666665,1353738,59,40,44,48,2112,4224,2280,2296,09529BF6
720,24.0,1356034,60,40,44,48,2112,4224,2340,2356,6F862511
721,24.033333333333335,1358390,67,44,19,20,380,760,585,601,3E7DECA4
722,24.066666666666666,1358991,58,40,46,48,2208,4416,2401,2417,DD70EF0F
723,24.1,1361408,57,40,47,48,2256,4512,2430,2446,63157700
724,24.133333333333333,1363854,65,44,34,44,1496,2992,1910,1926,FF64408B
725,24.166666666666668,1365780,57,40,48,48,2304,4608,2408,2424,D9D63F00
726,24.2,1368204,59,40,47,48,2256,4512,2411,2427,F4879A3C
727,24.233333333333334,1370631,67,43,32,19,608,1216,911,927,5FD94667
728,24.266666666666666,1371558,62,40,45,48,2160,4320,2299,2315,6739C796
729,24.3,1373873,63,40,45,48,2160,4320,2281,2297,D4289B7A
730,24.333333333333332,1376170,64,41,44,47,2068,4136,2236,2252,E548E1D6
731,24.366666666666667,1378422,65,41,44,47,2068,4136,2096,2112,C2C45877
732,24.4,1380534,76,50,31,38,1178,2356,1444,1460,33664830
733,24.433333333333334,1381994,76,50,27,27,729,1458,927,943,638CAD90
734,24.466666666666665,1382937,65,42,44,46,2024,4048,2077,2093,DE925704
735,24.5,1385030,65,42,44,46,2024,4048,2160,2176,592C810D
736,24.533333333333335,1387206,64,40,44,48,2112,4224,2221,2237,9367F60D
737,24.566666666666666,1389443,64,40,44,47,2068,4136,2245,2261,04980E74
738,24.6,1391704,64,40,44,48,2112,4224,2329,2345,65ED2150
739,24.633333333333333,1394049,78,51,15,3,45,90,67,83,D3B2350D
740,24.666666666666668,1394132,64,40,45,48,2160,4320,2472,2488,42E4AD9E
741,24.7,1396620,82,44,28,44,1232,2464,1523,1539,100F8395
742,24.733333333333334,1398159,62,40,48,48,2304,4608,2474,2490,1477A587
743,24.766666666666666,1400649,62,40,46,48,2208,4416,2469,2485,AA3D3896
744,24.8,1403134,60,40,46,48,2208,4416,2479,2495,A1F81FBC
745,24.833333333333332,1405629,66,72,27,16,432,864,400,416,BBBD63CA
746,24.866666666666667,1406045,60,40,44,48,2112,4224,2399,2415,4E33DBE4
747,24.9,1408460,59,41,45,47,2115,4230,2383,2399,3C9B0092
748,24.933333333333334,1410859,59,41,44,47,2068,4136,2252,2268,952EF8B3
749,24.966666666666665,1413127,65,45,29,37,1073,2146,1461,1477,F587E2B6
750,25.0,1414604,59,42,43,46,1978,3956,2220,2236,E01A32C9
751,25.033333333333335,1416840,0,0,0,0,0,0,0,16,00000000
752,25.066666666666666,1416856,59,42,44,46,2024,4048,2212,2228,B0E78B66
753,25.1,1419084,59,40,44,47,2068,4136,2263,2279,B7D6E171
754,25.133333333333333,1421363,60,40,44,47,2068,4136,2341,2357,24488DC8
755,25.166666666666668,1423720,58,40,46,48,2208,4416,2380,2396,69D96FF3
756,25.2,1426116,57,40,47,48,2256,4512,2421,2437,AC0C819B
757,25.233333333333334,1428553,64,53,37,18,666,1332,1004,1020,756CA8B0
758,25.266666666666666,1429573,59,53,40,27,1080,2160,1278,1294,F1725317
759,25.3,1430867,57,40,48,48,2304,4608,2436,2452,FE557CF2
760,25.333333333333332,1433319,59,40,47,48,2256,4512,2403,2419,A8E415AE
761,25.366666666666667,1435738,62,40,45,48,2160,4320,2289,2305,8DB162E4
762,25.4,1438043,63,40,45,48,2160,4320,2265,2281,02DE0163
763,25.433333333333334,1440324,77,45,26,35,910,1820,1162,1178,C4D9CE61
764,25.466666666666665,1441502,64,41,44,47,2068,4136,2228,2244,D6661164
765,25.5,1443746,64,41,45,47,2115,4230,2109,2125,C94A2B28
766,25.533333333333335,1445871,75,44,31,28,868,1736,1252,1268,CFE456DF
767,25.566666666666666,1447139,65,42,44,45,1980,3960,2068,2084,3E1CB41C
768,25.6,1449223,65,42,44,46,2024,4048,2147,2163,57502DA6
769,25.633333333333333,1451386,74,47,25,24,600,1200,865,881,1BB71E44
770,25.666666666666668,1452267,64,40,44,48,2112,4224,2220,2236,D77890A9
771,25.7,1454503,64,40,44,48,2112,4224,2268,2284,0216E172
772,25.733333333333334,1456787,64,40,44,48,2112,4224,2309,2325,3F092EB7
773,25.766666666666666,1459112,64,40,45,48,2160,4320,2475,2491,BC55CBBA
774,25.8,1461603,82,60,28,26,728,1456,903,919,2F9FF766
775,25.833333333333332,1462522,93,66,10,19,190,380,299,315,25230363
776,25.866666666666667,1462837,62,40,48,48,2304,4608,2467,2483,601A0EAC
777,25.9,1465320,62,40,46,48,2208,4416,2471,2487,A9D9E3EE
778,25.933333333333334,1467807,60,40,46,48,2208,4416,2473,2489,9C498445
779,25.966666666666665,1470296,60,40,44,48,2112,4224,2389,2405,F32AF27B
780,26.0,1472701,59,41,45,47,2115,4230,2356,2372,ECB48378
781,26.033333333333335,1475073,97,62,1,1,1,2,3,19,6DE559CA
782,26.066666666666666,1475092,59,41,44,47,2068,4136,2263,2279,8EF77642
783,26.1,1477371,65,52,28,23,644,1288,957,973,8BE634B1
784,26.133333333333333,1478344,59,42,43,46,1978,3956,2220,2236,709B5B79
785,26.166666666666668,1480580,59,42,44,46,2024,4048,2206,2222,937DC79D
786,26.2,1482802,59,40,44,47,2068,4136,2261,2277,AF1D8B67
787,26.233333333333334,1485079,92,62,2,14,28,56,57,73,DE647144
788,26.266666666666666,1485152,60,40,44,47,2068,4136,2336,2352,A742E45B
789,26.3,1487504,59,40,45,48,2160,4320,2397,2413,7977C2C5
790,26.333333333333332,1489917,57,40,47,48,2256,4512,2433,2449,89FFBEC8
791,26.366666666666667,1492366,69,45,30,40,1200,2400,1558,1574,A2A14652
792,26.4,1493940,57,40,48,48,2304,4608,2429,2445,E43D1FE2
793,26.433333333333334,1496385,60,79,8,7,56,112,107,123,4098A1B3
794,26.466666666666665,1496508,59,40,47,48,2256,4512,2385,2401,0E70A303
795,26.5,1498909,62,40,45,48,2160,4320,2305,2321,587EC947
796,26.533333333333335,1501230,63,40,45,48,2160,4320,2276,2292,CBC9415E
797,26.566666666666666,1503522,64,41,44,47,2068,4136,2218,2234,EB6ECEF7
798,26.6,1505756,64,41,45,47,2115,4230,2109,2125,1C731C5D
799,26.633333333333333,1507881,82,44,17,27,459,918,681,697,D30070EB
800,26.666666666666668,1508578,75,56,32,16,512,1024,789,805,A6D5D6FE
801,26.7,1509383,65,42,44,45,1980,3960,2055,2071,951F340E
802,26.733333333333334,1511454,65,42,44,46,2024,4048,2155,2171,E621F39C
803,26.766666666666666,1513625,64,40,44,48,2112,4224,2213,2229,F1BEBA2C
804,26.8,1515854,64,40,44,48,2112,4224,2266,2282,3547B91B
805,26.833333333333332,1518136,85,56,7,30,210,420,219,235,90328D02
806,26.866666666666667,1518371,64,40,44,48,2112,4224,2313,2329,56E2E16F
807,26.9,1520700,64,40,45,48,2160,4320,2467,2483,6F0F03D5
808,26.933333333333334,1523183,68,54,42,32,1344,2688,1675,1691,CA3CF739
809,26.966666666666665,1524874,62,40,48,48,2304,4608,2479,2495,36B5DC07
810,27.0,1527369,61,40,47,48,2256,4512,2468,2484,F2AE2CA5
811,27.033333333333335,1529853,68,45,26,35,910,1820,1219,1235,2FB0E13A
812,27.066666666666666,1531088,60,40,46,48,2208,4416,2460,2476,71E84D4D
813,27.1,1533564,60,40,44,48,2112,4224,2400,2416,AA811A20
814,27.133333333333333,1535980,59,41,45,47,2115,4230,2369,2385,179920F7
815,27.166666666666668,1538365,59,41,44,47,2068,4136,2261,2277,3E93C9BB
816,27.2,1540642,65,54,37,34,1258,2516,1596,1612,8C144067
817,27.233333333333334,1542254,0,0,0,0,0,0,0,16,00000000
818,27.266666666666666,1542270,59,42,43,45,1935,3870,2185,2201,74C03225
819,27.3,1544471,59,42,44,46,2024,4048,2233,2249,01D14038
820,27.333333333333332,1546720,59,40,45,47,2115,4230,2260,2276,360EA274
821,27.366666666666667,1548996,60,40,43,48,2064,4128,2333,2349,5079F607
822,27.4,1551345,59,40,45,48,2160,4320,2393,2409,934E1B69
823,27.433333333333334,1553754,76,46,1,1,1,2,3,19,D6317E26
824,27.466666666666665,1553773,57,40,47,48,2256,4512,2428,2444,14BEFF3C
825,27.5,1556217,64,54,35,19,665,1330,919,935,335A812C
826,27.533333333333335,1557152,57,40,48,48,2304,4608,2428,2444,3B526C21
827,27.566666666666666,1559596,59,40,47,48,2256,4512,2415,2431,EB71104D
828,27.6,1562027,62,40,45,48,2160,4320,2300,2316,9169843E
829,27.633333333333333,1564343,76,56,19,26,494,988,440,456,9ADA29D2
830,27.666666666666668,1564799,63,40,45,48,2160,4320,2274,2290,D1FF02A8
831,27.7,1567089,64,41,44,47,2068,4136,2216,2232,FF93CF5E
832,27.733333333333334,1569321,64,41,45,47,2115,4230,2120,2136,B57E1592
833,27.766666666666666,1571457,75,56,32,18,576,1152,829,845,4CC708D4
834,27.8,1572302,65,42,44,45,1980,3960,2061,2077,FD078A9A
835,27.833333333333332,1574379,77,45,31,43,1333,2666,1615,1631,C8CB025C
836,27.866666666666667,1576010,65,42,44,46,2024,4048,2154,2170,D8B441D0
837,27.9,1578180,64,40,44,48,2112,4224,2236,2252,9997655E
838,27.933333333333334,1580432,64,40,44,47,2068,4136,2254,2270,5A01C8D2
839,27.966666666666665,1582702,64,40,44,48,2112,4224,2327,2343,421819E4
840,28.0,1585045,64,40,45,48,2160,4320,2483,2499,B7B113A4
841,28.033333333333335,1587544,72,61,24,10,240,480,397,413,C4C05B2E
842,28.066666666666666,1587957,72,59,38,27,1026,2052,1228,1244,31976661
843,28.1,1589201,62,40,48,48,2304,4608,2464,2480,94F1DDCC
844,28.133333333333333,1591681,61,40,47,48,2256,4512,2470,2486,23BE4491
845,28.166666666666668,1594167,60,40,47,48,2256,4512,2459,2475,3EC5668B
846,28.2,1596642,60,40,44,48,2112,4224,2397,2413,8291DC00
847,28.233333333333334,1599055,87,62,13,9,117,234,189,205,DACADA72
848,28.266666666666666,1599260,59,41,45,47,2115,4230,2369,2385,9587D319
849,28.3,1601645,59,41,44,47,2068,4136,2263,2279,21AF8302
850,28.333333333333332,1603924,65,55,28,33,924,1848,1260,1276,248538D2
851,28.366666666666667,1605200,59,42,43,46,1978,3956,2210,2226,E8D46428
852,28.4,1607426,59,42,44,46,2024,4048,2203,2219,F98261FE
853,28.433333333333334,1609645,68,44,26,31,806,1612,1147,1163,6C593028
854,28.466666666666665,1610808,59,40,44,48,2112,4224,2275,2291,E531DDE6
855,28.5,1613099,60,40,44,47,2068,4136,2337,2353,909AE0C0
856,28.533333333333335,1615452,59,40,45,48,2160,4320,2399,2415,8A0E3A4E
857,28.566666666666666,1617867,57,40,47,48,2256,4512,2410,2426,C2CE2909
858,28.6,1620293,62,46,37,42,1554,3108,1957,1973,A8C9A317
859,28.633333333333333,1622266,93,46,1,1,1,2,3,19,8F06FD70
860,28.666666666666668,1622285,57,40,48,48,2304,4608,2424,2440,1643CB67
861,28.7,1624725,59,40,47,48,2256,4512,2401,2417,C283CEA0
862,28.733333333333334,1627142,62,40,45,48,2160,4320,2291,2307,CB72C14D
863,28.766666666666666,1629449,63,40,45,48,2160,4320,2264,2280,99556F98
864,28.8,1631729,64,41,44,47,2068,4136,2230,2246,1CA3E9E3
865,28.833333333333332,1633975,86,45,15,36,540,1080,637,653,E6A08A37
866,28.866666666666667,1634628,64,41,45,47,2115,4230,2123,2139,4DE6AFB1
867,28.9,1636767,75,45,33,29,957,1914,1339,1355,86C28917
868,28.933333333333334,1638122,65,42,44,44,1936,3872,2015,2031,23A333EA
869,28.966666666666665,1640153,65,42,44,46,2024,4048,2155,2171,51F60399
870,29.0,1642324,64,40,44,48,2112,4224,2208,2224,75ACF20B
871,29.033333333333335,1644548,77,44,23,19,437,874,696,712,3DF79FAD
872,29.066666666666666,1645260,64,40,44,48,2112,4224,2267,2283,ACBF2F86
873,29.1,1647543,64,40,44,48,2112,4224,2332,2348,5DC8C7DF
874,29.133333333333333,1649891,64,40,45,48,2160,4320,2466,2482,4E8F33EC
875,29.166666666666668,1652373,82,60,28,26,728,1456,901,917,C2326FDF
876,29.2,1653290,62,40,48,48,2304,4608,2470,2486,A350A220
877,29.233333333333334,1655776,102,53,1,1,1,2,3,19,383EC47B
878,29.266666666666666,1655795,62,40,46,48,2208,4416,2453,2469,7EEE4017
879,29.3,1658264,60,40,46,48,2208,4416,2470,2486,F343CCA2
880,29.333333333333332,1660750,60,40,44,48,2112,4224,2397,2413,2C7FC61D
881,29.366666666666667,1663163,59,41,45,47,2115,4230,2382,2398,7705F7B5
882,29.4,1665561,59,41,44,47,2068,4136,2267,2283,C65E4B23
883,29.433333333333334,1667844,0,0,0,0,0,0,0,16,00000000
884,29.466666666666665,1667860,60,43,34,32,1088,2176,1562,1578,73009140
885,29.5,1669438,59,42,43,46,1978,3956,2216,2232,81EDF3D2
886,29.533333333333335,1671670,59,42,44,46,2024,4048,2194,2210,51F40C12
887,29.566666666666666,1673880,59,40,45,47,2115,4230,2279,2295,70CEA184
888,29.6,1676175,60,40,44,47,2068,4136,2327,2343,DEA06948
889,29.633333333333333,1678518,61,60,42,3,126,252,227,243,B70A93CD
890,29.666666666666668,1678761,59,40,45,48,2160,4320,2385,2401,498ADAF1
891,29.7,1681162,57,40,47,48,2256,4512,2409,2425,0B5B22DF
892,29.733333333333334,1683587,59,54,40,34,1360,2720,1636,1652,E22F3347
893,29.766666666666666,1685239,57,40,48,48,2304,4608,2424,2440,73818540
894,29.8,1687679,59,40,47,48,2256,4512,2409,2425,92F48FB1
895,29.833333333333332,1690104,66,62,1,1,1,2,3,19,074615A0
896,29.866666666666667,1690123,62,40,45,48,2160,4320,2285,2301,AB890D5C
897,29.9,1692424,63,40,45,48,2160,4320,2264,2280,78D8B714
898,29.933333333333334,1694704,64,41,44,47,2068,4136,2228,2244,9EA852E3
899,29.966666666666665,1696948,64,41,45,47,2115,4230,2124,2140,C1B24E20
900,30.0,1699088,66,44,43,44,1892,3784,2083,2099,910F4D04
901,30.033333333333335,1701187,68,61,33,8,264,528,435,451,F9F354E0
902,30.066666666666666,1701638,65,42,44,44,1936,3872,2034,2050,9BF05304
903,30.1,1703688,65,42,44,46,2024,4048,2161,2177,CD1BA3B0
904,30.133333333333333,1705865,64,40,44,48,2112,4224,2221,2237,43BECE8A
905,30.166666666666668,1708102,64,40,44,48,2112,4224,2271,2287,C69D5440
906,30.2,1710389,64,40,44,48,2112,4224,2315,2331,97DBC388
907,30.233333333333334,1712720,66,54,41,13,533,1066,853,869,FC700572
908,30.266666666666666,1713589,64,40,45,48,2160,4320,2451,2467,2F7803E0
909,30.3,1716056,72,45,38,42,1596,3192,1976,1992,BDA789F6
910,30.333333333333332,1718048,62,40,48,48,2304,4608,2460,2476,CC3833F1
